,alpha=0.01,alpha=0.025,alpha=0.05,alpha=0.075,alpha=0.1
t=1746000,inf,1.5402959114413614e+247,1.4652514439555637e+141,1.1355651277497147e+102,8.137248502339179e+80
t=1749600,inf,4.220470964823144e+247,2.6127034092967444e+141,1.7280739254886838e+102,1.13662441630476e+81
t=1753200,inf,1.1560896566245032e+248,4.657985054002588e+141,2.629440431610852e+102,1.5875168250892123e+81
t=1756800,inf,3.1658931699033133e+248,8.303023342234817e+141,4.0005087170240644e+102,2.217081896698279e+81
t=1760400,inf,8.667132447062387e+248,1.479805988322023e+142,6.08580574909356e+102,3.09604502012443e+81
t=1764000,inf,2.3720800561932825e+249,2.636961679910985e+142,9.257038003953958e+102,4.323097394353299e+81
t=1767600,inf,6.490202917910036e+249,4.6982220217296875e+142,1.4079175324462286e+103,6.035942333306374e+81
t=1771200,inf,1.7752622771332528e+250,8.369395568105561e+142,2.1410840259726276e+103,8.426700169996405e+81
t=1774800,inf,4.854476251771598e+250,1.4906842240063303e+143,3.255679483582509e+103,1.176338974666094e+82
t=1778400,inf,1.3270831433498272e+251,2.6546567758735635e+143,4.9499535571862105e+103,1.641988093171388e+82
t=1782000,inf,3.626853960290038e+251,4.726747726856028e+143,7.525099871376534e+103,2.2917655134041708e+82
t=1785600,inf,9.909197280516852e+251,8.414880458945063e+143,1.1438660927811847e+104,3.198402394015485e+82
t=1789200,inf,2.7065972549739706e+252,1.4978389410010694e+144,1.7385612307586556e+104,4.463328536838849e+82
t=1792800,inf,7.390704518221137e+252,2.6657172416193607e+144,2.6421458761591113e+104,6.227984553618694e+82
t=1796400,inf,2.017554917982982e+253,4.743457338212207e+144,4.0149089450364766e+104,8.689588301841326e+82
t=1800000,inf,5.5060797282083374e+253,8.43933113229001e+144,6.100238655933751e+104,1.212310767779063e+83
t=1803600,inf,1.502233739750455e+254,1.501251043609824e+145,9.267663968704535e+104,1.6911880327873794e+83
t=1807200,inf,4.0974219818679284e+254,2.670121589133429e+145,1.4078168763328998e+105,2.3590279565983977e+83
t=1810800,inf,1.117280752660638e+255,4.748334763361539e+145,2.138329365177257e+105,3.290316074255499e+83
t=1814400,inf,3.045738840375126e+255,8.442758177919496e+145,3.247548799433207e+105,4.5888680993277847e+83
t=1818000,inf,8.300456958718083e+255,1.5009293590755144e+146,4.93161916627525e+105,6.399367295830045e+83
t=1821600,inf,2.261468864220192e+256,2.6678978052815154e+146,7.48817948203429e+105,8.923435532417942e+83
t=1825200,inf,6.159688749145972e+256,4.741451503940588e+146,1.1368834208898047e+106,1.2442017731257564e+84
t=1828800,inf,1.677284520655378e+257,8.425327149488466e+146,1.7258724722196174e+106,1.7346557343970127e+84
t=1832400,inf,4.565988336639063e+257,1.4969101083554989e+147,2.619718679714927e+106,2.4182411821281924e+84
t=1836000,inf,1.242633948223551e+258,2.659122264601076e+147,3.9760689204338396e+106,3.3709308795025966e+84
t=1839600,inf,3.3808994674211574e+258,4.7229644659259225e+147,6.034017253051902e+106,4.69855246997456e+84
t=1843200,inf,9.196068425223964e+258,8.387354221211336e+147,9.156145657588784e+106,6.548508483994563e+84
t=1846800,inf,2.50065219614141e+259,1.489256055095273e+148,1.389224531583642e+107,9.126092536225318e+84
t=1850400,inf,6.798072880676779e+259,2.643918078381391e+148,2.107588905044251e+107,1.2717202359099894e+85
t=1854000,inf,1.8475662970012733e+260,4.693112783620113e+148,3.197077587962819e+107,1.7719955045978314e+85
t=1857600,inf,5.019913115902286e+260,8.329300121017854e+148,4.849247645611982e+107,2.4688690141078064e+85
t=1861200,inf,1.3635610463217024e+261,1.4780553537856595e+149,7.354439315280413e+107,3.439520963649784e+85
t=1864800,inf,3.702844283174434e+261,2.6224529194038373e+149,1.1152671066157499e+108,4.79140001371815e+85
t=1868400,inf,1.0052614983786744e+262,4.652213730853607e+149,1.691073325377307e+108,6.674081941638976e+85
t=1872000,inf,2.728384956196388e+262,8.251762476935085e+149,2.5638954224265677e+108,9.295769640312577e+85
t=1875600,inf,7.40313207613497e+262,1.4634201224631658e+150,3.8868036118309623e+108,1.2946249212886194e+86
t=1879200,inf,2.0082087730006082e+263,2.594936369187097e+150,5.891683537901858e+108,1.802882577399465e+86
t=1882800,inf,5.446104739818084e+263,4.600657805768525e+150,8.929781822468939e+108,2.5104748038287245e+86
t=1886400,inf,1.4765465413686682e+264,8.155466735333769e+150,1.3533091157497783e+109,3.495500069323013e+86
t=1890000,inf,4.0021426773778637e+264,1.445484769028898e+151,2.0507276531686374e+109,4.8666247746558705e+86
t=1893600,inf,1.084482434234022e+265,2.561616840922986e+151,3.107233484517683e+109,6.775035667677786e+86
t=1897200,inf,2.937901671889121e+265,4.538903086162701e+151,4.707548545456773e+109,9.431061149377397e+86
t=1900800,inf,7.956773968849507e+265,8.041255827679378e+151,7.131335067068008e+109,1.3127283446915153e+87
t=1904400,inf,2.1543787943169443e+266,1.4244041032876277e+152,1.0801948216186722e+110,1.8270673934365823e+87
t=1908000,inf,5.831665949032823e+266,2.5227781363099066e+152,1.636020157092526e+110,2.542727083136413e+87
t=1911600,inf,1.5781525728450537e+267,4.467468960842919e+152,2.4775967162657646e+110,3.538428974502404e+87
t=1915200,inf,4.26964099088661e+267,7.910078776363827e+152,3.751699857536776e+110,4.923646252443691e+87
t=1918800,inf,1.1548351629647544e+268,1.400351269088749e+153,5.680429265247191e+110,6.850604624410185e+87
t=1922400,inf,3.122735147761455e+268,2.4787356982608025e+153,8.599831074301422e+110,9.530962004187689e+87
t=1926000,inf,8.441838903582257e+268,4.38692934845386e+153,1.3018305976541013e+111,1.3258989317314163e+88
t=1929600,inf,2.2815288662090216e+269,7.762978439875355e+153,1.9704930786754566e+111,1.844378385559131e+88
t=1933200,inf,6.164560457041836e+269,1.37351553251802e+154,2.98230002211344e+111,2.5654031348385824e+88
t=1936800,inf,1.6651974825782592e+270,2.4298326238648318e+154,4.5131921357295635e+111,3.56802003592991e+88
t=1940400,inf,4.496940031699082e+270,4.29790551899853e+154,6.829241648843633e+111,4.9620951345020655e+88
t=1944000,inf,1.214105443660296e+271,7.601078603230591e+154,1.0332785112037803e+112,6.900317895061325e+88
t=1947600,inf,3.2770563866203996e+271,1.3440999628691423e+155,1.5632148338204415e+112,9.594876605388704e+88
t=1951200,inf,8.843004710033781e+271,2.3764355031065697e+155,2.364701803585678e+112,1.334062088541371e+89
t=1954800,inf,2.385637588086526e+272,4.2010586346714464e+155,3.5767668756688156e+112,1.85472324995424e+89
t=1958400,inf,6.434250824101623e+272,7.42557062099499e+155,5.409554693808338e+112,2.5783904591814517e+89
t=1962000,inf,1.7349247564864692e+273,1.3123190432375268e+156,8.180674590337859e+112,3.584138811248363e+89
t=1965600,inf,4.676841741912227e+273,2.3189301486712625e+156,1.2370109119172776e+113,4.981814974240577e+89
t=1969200,inf,1.2604171651395662e+274,4.0970821257545146e+156,1.8703153819015524e+113,6.924000218375896e+89
t=1972800,inf,3.3959851306888493e+274,7.237699817839555e+156,2.8275686177038908e+113,9.622619842297334e+89
t=1976400,inf,9.147603196813779e+274,1.278396246960311e+157,4.274334858549745e+113,1.337200192066424e+90
t=1980000,inf,2.4634239037370132e+275,2.2577172808382964e+157,6.460722742883728e+113,1.8580887215835737e+90
t=1983600,inf,6.632259487600699e+275,3.986694014494591e+157,9.764520615464927e+113,2.5816861701355636e+90
t=1987200,inf,1.7851496148432178e+276,7.03875184552667e+157,1.4756321181378632e+114,3.5868028172658397e+90
t=1990800,inf,4.803731342942095e+276,1.2425616149165488e+158,2.2297835681167726e+114,4.982859909516919e+90
t=1994400,inf,1.2923317261938069e+277,2.1932082289884888e+158,3.369029772180398e+114,6.921768051091815e+90
t=1998000,inf,3.475847645402267e+277,3.870629294992262e+158,5.089845523732077e+114,9.6144105635578e+90
t=2001600,inf,9.346286990166604e+277,6.8300391858837475e+158,7.688861834189172e+114,1.3353515369757197e+91
t=2005200,inf,2.5125190939752255e+278,1.2050493668851415e+159,1.1613879119136514e+115,1.8545389100280783e+91
t=2008800,inf,6.752610966329968e+278,2.1258207078430912e+159,1.7540841421939159e+115,2.5753944064780613e+91
t=2012400,inf,1.814372315733286e+279,3.749632470672421e+159,2.64899724152909e+115,3.5761775520999774e+91
t=2016000,inf,4.873866558613355e+279,6.612887976967334e+159,4.000098068136106e+115,4.965488612065596e+91
t=2019600,inf,1.308921559542713e+280,1.166095577866729e+160,6.0397353138977294e+115,6.894020441368371e+91
t=2023200,inf,3.5143627715711985e+280,2.055974722227557e+160,9.1184998343911e+115,9.57085790773345e+91
t=2026800,inf,9.43349792970618e+280,3.624450342874905e+160,1.3765347780545734e+116,1.3286083006528536e+92
t=2030400,inf,2.5315840155523428e+281,6.388625324949039e+160,2.0778269388186658e+116,1.844212285735899e+92
t=2034000,inf,6.792123366995095e+281,1.12593594754554e+161,3.136100934756122e+116,2.5597218889960405e+92
t=2037600,inf,1.8218500805497178e+282,1.984088649157002e+161,4.7329209471471025e+116,3.552569972209706e+92
t=2041200,inf,4.885553481285694e+282,3.4958251349588076e+161,7.142119502469744e+116,4.930154744906935e+92
t=2044800,inf,1.3098126683666266e+283,6.158567247351877e+161,1.0776648092970866e+117,6.841425113889783e+92
t=2048400,inf,3.5107434464127643e+283,1.084803687995849e+162,1.625919727134111e+117,9.492941072018212e+92
t=2052000,inf,9.407705334136683e+283,1.9105755404480535e+162,2.4528635661756187e+117,1.3171136095177243e+93
t=2055600,inf,2.5203638109452294e+284,3.3644880261101854e+162,3.700042054901589e+117,1.8273174362933334e+93
t=2059200,inf,6.750530313448848e+284,5.924007374888016e+162,5.580832477986629e+117,2.534971795350606e+93
t=2062800,inf,1.8076231155914778e+285,1.0429275514115022e+163,8.41686676432347e+117,3.5164196698752053e+93
t=2066400,inf,4.839198402791768e+285,1.835839683046381e+163,1.2692908245339631e+118,4.877494278694415e+93
t=2070000,inf,1.2951937072831703e+286,3.2311531582539677e+163,1.9139523974035227e+118,6.764900267401637e+93
t=2073600,inf,3.4657081439860537e+286,5.6862065196764985e+163,2.8857619848611932e+118,9.381983232598157e+93
t=2077200,inf,9.271402139804116e+286,1.000530016135466e+164,4.350601940488753e+118,1.3010578081976673e+94
t=2080800,inf,2.4796776482834488e+287,1.7602734479865597e+164,6.558397512459298e+118,1.804127736972193e+94
t=2084400,inf,6.630428839094437e+287,3.096512168184995e+164,9.885661814987881e+118,2.501536157327465e+94
t=2088000,inf,1.772494092874959e+288,5.446383197438243e+164,1.4899560855359889e+119,3.4682880413431564e+94
t=2091600,inf,4.737235397102653e+288,9.578256456638636e+164,2.2454375085936418e+119,4.808310077906086e+94
t=2095200,inf,1.2657919495182385e+289,1.6842544524614308e+165,3.3836726618854914e+119,6.665592665886611e+94
t=2098800,inf,3.3814042135228676e+289,2.9612292856079502e+165,5.0984205513082914e+119,9.239620437840875e+94
t=2102400,inf,9.03086703949106e+289,5.205705170951233e+165,7.681446185778273e+119,1.2806740474637862e+95
t=2106000,inf,2.4113464189299632e+290,9.150196316849556e+165,1.1572053419800561e+120,1.774975099018149e+95
t=2109600,inf,6.43706307146598e+290,1.6081430530901992e+166,1.743163190791255e+120,2.4598870107795913e+95
t=2113200,inf,1.7179642480144124e+291,2.8259370264069513e+166,2.6255840213678474e+120,3.408845769806952e+95
t=2116800,inf,4.5839394975305175e+291,4.9652820619348986e+166,3.954341108932797e+120,4.7235542128198374e+95
t=2120400,inf,1.2228191407682745e+292,8.723065286654583e+166,5.955013505731352e+120,6.544852664088282e+95
t=2124000,inf,3.261252107798764e+292,1.532280182172513e+167,8.967096864600534e+120,9.067766373985936e+95
t=2127600,inf,8.695719206828219e+292,2.691232499392024e+167,1.350148497514985e+121,1.2562333171599268e+96
t=2131200,inf,2.3180661661344004e+293,4.726159058972241e+167,2.032693302667554e+121,1.7402429726501732e+96
t=2134800,inf,6.177966228755345e+293,8.298691840453257e+167,3.060010337989416e+121,2.4105665461909904e+96
t=2138400,inf,1.6461325680492798e+294,1.456985532682782e+168,4.606114459636638e+121,3.3388589703309236e+96
t=2142000,inf,4.385143947176157e+294,2.5576743341457526e+168,6.932780147504401e+121,4.624308482872522e+96
t=2145600,inf,1.1678924836683044e+295,4.489311730511499e+168,1.0433765603367183e+122,6.404206846274513e+96
t=2149200,inf,3.1097253042158035e+295,7.878778648578127e+168,1.5701304809605652e+122,8.868573951804089e+96
t=2152800,inf,8.278307194126553e+295,1.382556092066861e+169,2.3626071224393584e+122,1.2280390565499823e+97
t=2156400,inf,2.2032388788033626e+296,2.4257802276693438e+169,3.554744928226172e+122,1.7003587895449805e+97
t=2160000,inf,5.862493347023165e+296,4.255641934614354e+169,5.347941181317954e+122,2.354176517513247e+97
t=2163600,inf,1.5595670704135394e+297,7.464895785554276e+169,8.04500131443996e+122,3.259174355762761e+97
t=2167200,inf,4.1478864319044564e+297,1.3092650196155513e+170,1.2101160161578327e+123,4.5117636514387415e+97
t=2170800,inf,1.1029376247713915e+298,2.2960250983152886e+170,1.8200753349930154e+123,6.245328974228964e+97
t=2174400,inf,2.932084821746078e+298,4.025974801185485e+170,2.737242400249554e+123,8.644394682381571e+97
t=2178000,inf,7.792983860412718e+298,7.058475830670414e+170,4.116221767889801e+123,1.1964214766783223e+98
t=2181600,inf,2.0707748394281957e+299,1.237360857429288e+171,6.189363024643821e+123,1.6557860318138857e+98
t=2185200,inf,5.501283466874287e+299,2.168839827291083e+171,9.305825497709604e+123,2.291367168961537e+98
t=2188800,inf,1.461158719207e+300,3.8010567481585933e+171,1.3990256665197568e+124,3.1707037840385697e+98
t=2192400,inf,3.880012949251473e+300,6.660810786504636e+171,2.1030924351932235e+124,4.387197891945352e+98
t=2196000,inf,1.0300814121438941e+301,1.1670670607413067e+172,3.1612075712349513e+124,6.070009937491361e+98
t=2199600,inf,2.7340893493501137e+301,2.044610560675079e+172,4.751269993688136e+124,8.397736802239125e+98
t=2203200,inf,7.255324068828395e+301,3.581554480651687e+172,7.140498341841624e+124,1.1617317277118227e+99
t=2206800,inf,1.924881814568266e+302,6.273050719681731e+172,1.0730242125182185e+125,1.607016111506766e+99
t=2210400,inf,5.105692394256077e+302,1.098581829722485e+173,1.6123257068425932e+125,2.2228259343360205e+99
t=2214000,inf,1.3539690145786676e+303,1.923678538727383e+173,2.422469751409741e+125,3.0744085388268233e+99
t=2217600,inf,3.5897688794914975e+303,3.36805491147633e+173,3.639371127968697e+125,4.2519549316222705e+99
t=2221200,inf,9.515423300552539e+303,5.896204010115815e+173,5.467097208188856e+125,5.880127377454334e+99
t=2224800,inf,2.5217020902247795e+304,1.0320782218361487e+174,8.212015951847033e+125,8.131223074772935e+99
t=2228400,inf,6.681341383501511e+304,1.8063404140569187e+174,1.2334040777627331e+126,1.1243360391436713e+100
t=2232000,inf,1.7698560424491253e+305,3.161065932708709e+174,1.8523525690381868e+126,1.554560236957591e+100
t=2235600,inf,4.687235735083635e+305,5.531139080420601e+174,2.7816639977036935e+126,2.1492661518380276e+100
t=2239200,inf,1.2410817749796091e+306,9.677045213661593e+174,4.176846368254139e+126,2.9712836781462898e+100
t=2242800,inf,3.285405083216531e+306,1.6928490161789387e+175,6.271265913610673e+126,4.107422353528684e+100
t=2246400,inf,8.695259564910265e+306,2.961017961254549e+175,9.415098800407503e+126,5.6776156190341935e+100
t=2250000,inf,2.300813678318988e+307,5.178587465946171e+175,1.41337552542412e+127,7.847549139408167e+100
t=2253600,inf,6.086754673274541e+307,9.055848409004662e+175,2.1215503267339728e+127,1.0846099526078785e+101
t=2257200,inf,1.6098883801453796e+308,1.5834145169462538e+176,3.1842874467559563e+127,1.49894143044714e+101
t=2260800,inf,inf,2.768266176436764e+176,4.778971196571179e+127,2.0714160201535335e+101
t=2264400,inf,inf,4.8391480779854517e+176,7.171662613357963e+127,2.862342760690508e+101
t=2268000,inf,inf,8.45819928285569e+176,1.0761396755301305e+128,3.9550104815220885e+101
t=2271600,inf,inf,1.4782059493618682e+177,1.614659154480905e+128,5.464436491846166e+101
t=2275200,inf,inf,2.5830933645115958e+177,2.4224597176072285e+128,7.549443205369655e+101
t=2278800,inf,inf,4.513292507947894e+177,3.634091217355311e+128,1.0429327563723501e+102
t=2282400,inf,inf,7.88488151856861e+177,5.451282707321697e+128,1.4406868463582126e+102
t=2286000,inf,inf,1.3773530312267122e+178,8.176459195993238e+128,1.9900079997137297e+102
t=2289600,inf,inf,2.405713283610356e+178,1.2262967991872117e+129,2.7486032284138566e+102
t=2293200,inf,inf,4.201371218459262e+178,1.839033894019286e+129,3.796132228445218e+102
t=2296800,inf,inf,7.3364663654692e+178,2.7577046748016116e+129,5.242551559653176e+102
t=2300400,inf,inf,1.2809482449662674e+179,4.134944883563519e+129,7.239627797327157e+102
t=2304000,inf,inf,2.2362744627184392e+179,6.199486338421442e+129,9.996822178642985e+102
t=2307600,inf,inf,3.903620468235569e+179,9.294066307524e+129,1.3803205210026027e+103
t=2311200,inf,inf,6.813325237499569e+179,1.393220856165012e+130,1.9057688375859577e+103
t=2314800,inf,inf,1.1890491256261468e+180,2.0883263720259585e+130,2.6310726879562536e+103
t=2318400,inf,inf,2.074864349848759e+180,3.129976290629558e+130,3.632184237016285e+103
t=2322000,inf,inf,3.6201698208998217e+180,4.690812301136477e+130,5.013896205276066e+103
t=2325600,inf,inf,6.315643284988845e+180,7.02941945445707e+130,6.920784159336379e+103
t=2329200,inf,inf,1.1016807104410496e+181,1.0533078524053702e+131,9.552296963903143e+103
t=2332800,inf,inf,1.921513727340314e+181,1.5781769896173413e+131,1.3183566653403678e+104
t=2336400,inf,inf,3.351050093323191e+181,2.3643985097341285e+131,1.8194103664161366e+104
t=2340000,inf,inf,5.8434336857791906e+181,3.54201417158532e+131,2.5107362941460726e+104
t=2343600,inf,inf,1.0188381053910117e+182,5.305723600458281e+131,3.4645295877530005e+104
t=2347200,inf,inf,1.7762013160505773e+182,7.94700929892438e+131,4.7803559408681e+104
t=2350800,inf,inf,3.0962016063725325e+182,1.1902211257002341e+132,6.59551981528502e+104
t=2354400,inf,inf,5.396552415454169e+182,1.7824464177808268e+132,9.099357030804953e+104
t=2358000,inf,inf,9.404891267192903e+182,2.669133336174803e+132,1.255293590659886e+105
t=2361600,inf,inf,1.63885849495968e+183,3.9965851837838975e+132,1.731621198295586e+105
t=2365200,inf,inf,2.8554826096796847e+183,5.983743355034812e+132,2.388545397580213e+105
t=2368800,inf,inf,4.974713272681747e+183,8.958225344294653e+132,3.2944822907416263e+105
t=2372400,inf,inf,8.665769783452213e+183,1.3410229456019093e+133,4.543745233264279e+105
t=2376000,inf,inf,1.5093740681417191e+184,2.0073157707288727e+133,6.266339672367392e+105
t=2379600,inf,inf,2.6286777620424304e+184,3.0044190470578677e+133,8.641459595329469e+105
t=2383200,inf,inf,4.577502953791181e+184,4.4964596317640343e+133,1.191608335652871e+106
t=2386800,inf,inf,7.970229294188853e+184,6.728934999790248e+133,1.6430594043460596e+106
t=2390400,inf,inf,1.3875990170711743e+185,1.0069026165487001e+134,2.2654075764816513e+106
t=2394000,inf,inf,2.415506559902122e+185,1.5065868318572478e+134,3.123293720004287e+106
t=2397600,inf,inf,4.2043959903892174e+185,2.254065261129483e+134,4.3057890535665245e+106
t=2401200,inf,inf,7.317289598104862e+185,3.3721313637821177e+134,5.93562094237633e+106
t=2404800,inf,inf,1.2733511825909334e+186,5.0443849605944246e+134,8.181879911510946e+106
t=2408400,inf,inf,2.215631617837768e+186,7.545321643047418e+134,1.1277520418623394e+107
t=2412000,inf,inf,3.8547693843327263e+186,1.1285301065486973e+135,1.554346241111265e+107
t=2415600,inf,inf,6.705803449981843e+186,1.687774636798297e+135,2.142178131928483e+107
t=2419200,inf,inf,1.1664198274893441e+187,2.5239557459412678e+135,2.9521410923786915e+107
t=2422800,inf,inf,2.0286667167765593e+187,3.774114281818977e+135,4.0681072815428836e+107
t=2426400,inf,inf,3.527916795512153e+187,5.643057120633274e+135,5.605592047044816e+107
t=2430000,inf,inf,6.134481555951982e+187,8.436843489053055e+135,7.723682761746566e+107
t=2433600,inf,inf,1.066570037301835e+188,1.2612806789656175e+136,1.064146103799275e+108
t=2437200,inf,inf,1.8541845475468197e+188,1.8854271420626964e+136,1.4660609563155782e+108
t=2440800,inf,inf,3.223062158952389e+188,2.818214759440384e+136,2.019653086226396e+108
t=2444400,inf,inf,5.601916504844055e+188,4.212159332286803e+136,2.782118038653667e+108
t=2448000,inf,inf,9.735469236076618e+188,6.295089785247618e+136,3.8322020208402943e+108
t=2451600,inf,inf,1.6917240891395049e+189,9.407312163022064e+136,5.278315571037922e+108
t=2455200,inf,inf,2.9393726285818914e+189,1.4057099775788284e+137,7.269699572908301e+108
t=2458800,inf,inf,5.10660546220079e+189,2.100354012577292e+137,1.0011791006178219e+109
t=2462400,inf,inf,8.870796005748746e+189,3.1380216218810125e+137,1.3787366798927593e+109
t=2466000,inf,inf,1.540797572494676e+190,4.6879835156740945e+137,1.8985636875968262e+109
t=2469600,inf,inf,2.6759707651594006e+190,7.002981663413507e+137,2.614227264466816e+109
t=2473200,inf,inf,4.646971488890583e+190,1.046036230634498e+138,3.599447812102337e+109
t=2476800,inf,inf,8.068849117356429e+190,1.5623464498006293e+138,4.9556752317512655e+109
t=2480400,inf,inf,1.4008969915594978e+191,2.3333231924247682e+138,6.822511097742143e+109
t=2484000,inf,inf,2.4319459050453464e+191,3.4844917519579956e+138,9.392044985277569e+109
t=2487600,inf,inf,4.2213833800403544e+191,5.203206101622297e+138,1.2928573819524282e+110
t=2491200,inf,inf,7.326708898874153e+191,7.769082200265354e+138,1.7795723912053548e+110
t=2494800,inf,inf,1.271500133724198e+192,1.1599400884532644e+139,2.4493752531801714e+110
t=2498400,inf,inf,2.2063646646024185e+192,1.7316838572137052e+139,3.371084669236925e+110
t=2502000,inf,inf,3.828173951470797e+192,2.585049843213673e+139,4.6393667506367876e+110
t=2505600,inf,inf,6.641399385067003e+192,3.8586603345970393e+139,6.384435485855882e+110
t=2509200,inf,inf,1.15207611130612e+193,5.759324522760775e+139,8.785390974200906e+110
t=2512800,inf,inf,1.998280551678602e+193,8.595556008378174e+139,1.208855857958182e+111
t=2516400,inf,inf,3.465656729951694e+193,1.2827554722779728e+140,1.6632702574351423e+111
t=2520000,inf,inf,6.009917281306114e+193,1.9141735395519917e+140,2.2883689233311507e+111
t=2523600,inf,inf,1.0420903845572572e+194,2.856184940906644e+140,3.1482138102074626e+111
t=2527200,inf,inf,1.806742670902706e+194,4.261465517880945e+140,4.330892437607439e+111
t=2530800,inf,inf,3.132141030013411e+194,6.357689622963291e+140,5.957521469282593e+111
t=2534400,inf,inf,5.429258057275082e+194,9.484346419560387e+140,8.194621817114381e+111
t=2538000,inf,inf,9.410092745860104e+194,1.4147616852350158e+141,1.1271126831384488e+112
t=2541600,inf,inf,1.6308035231969938e+195,2.1102165193120387e+141,1.550175683591439e+112
t=2545200,inf,inf,2.825945423660507e+195,3.1473036613806244e+141,2.131914119807047e+112
t=2548800,inf,inf,4.896439191628223e+195,4.693731333660922e+141,2.931795908506573e+112
t=2552400,inf,inf,8.483039715855182e+195,6.99948055036476e+141,4.031559239012973e+112
t=2556000,inf,inf,1.4695259119671494e+196,1.0437138590192404e+142,5.543546305204619e+112
t=2559600,inf,inf,2.545409630075069e+196,1.5561992313283713e+142,7.622153243036372e+112
t=2563200,inf,inf,4.408520624158022e+196,2.3201555431762253e+142,1.0479560631895798e+113
t=2566800,inf,inf,7.634540498865553e+196,3.45889369793601e+142,1.4407343650940057e+113
t=2570400,inf,inf,1.3219889789116452e+197,5.156150554994433e+142,1.9806157908521165e+113
t=2574000,inf,inf,2.2889048702970568e+197,7.685679612198041e+142,2.722651655190589e+113
t=2577600,inf,inf,3.962622502592326e+197,1.1455322631534237e+143,3.7424799510221684e+113
t=2581200,inf,inf,6.859505065314147e+197,1.7072644113919892e+143,5.144018053308311e+113
t=2584800,inf,inf,1.1872934012032841e+198,2.5442671642830716e+143,7.070027838531734e+113
t=2588400,inf,inf,2.0548427468492043e+198,3.79134366520077e+143,9.716624967136367e+113
t=2592000,inf,inf,3.5559403366476305e+198,5.649267719566795e+143,1.3353203667395115e+114
