,alpha=0.01,alpha=0.025,alpha=0.05,alpha=0.075,alpha=0.1
t=1922400,inf,inf,4.5105724378076065e+251,2.2077030768127567e+170,1.466216779359402e+128
t=1926000,inf,inf,1.2545195477041223e+252,4.411955711630627e+170,2.468441503374467e+128
t=1929600,inf,inf,3.4887965048094403e+252,8.816361654651436e+170,4.155499376170325e+128
t=1933200,inf,inf,9.701220435053385e+252,1.7616331931468843e+171,6.995187790519709e+128
t=1936800,inf,inf,2.6973029617934396e+253,3.5197309812932617e+171,1.1774740833756757e+129
t=1940400,inf,inf,7.498696919146018e+253,7.031879475783649e+171,1.9818884468406624e+129
t=1944000,inf,inf,2.0844653489031185e+254,1.404757599530023e+172,3.335669181392453e+129
t=1947600,inf,inf,5.793706083899034e+254,2.8060761263047174e+172,5.613874549889398e+129
t=1951200,inf,inf,1.610168148312442e+255,5.6048714547657436e+172,9.447533617607536e+129
t=1954800,inf,inf,4.474444103652874e+255,1.1194380789565164e+173,1.5898283852528904e+130
t=1958400,inf,inf,1.243254724016766e+256,2.2356446165033338e+173,2.675211683096181e+130
t=1962000,inf,inf,3.4540960922666644e+256,4.4645099520498704e+173,4.501344059012916e+130
t=1965600,inf,inf,9.595377593287074e+256,8.914833141081355e+173,7.573601741265483e+130
t=1969200,inf,inf,2.665282028876515e+257,1.7800044984043526e+174,1.274203994437362e+131
t=1972800,inf,inf,7.402489663007186e+257,3.55383695598728e+174,2.1436394950169506e+131
t=1976400,inf,inf,2.055730006054144e+258,7.094837907196767e+174,3.606125800717165e+131
t=1980000,inf,inf,5.70831665503923e+258,1.4163027419580158e+175,6.066055467495764e+131
t=1983600,inf,inf,1.584907217467366e+259,2.827082055960881e+175,1.0203479762236381e+132
t=1987200,inf,inf,4.4000085805274295e+259,5.642732884554039e+175,1.7161953037448845e+132
t=1990800,inf,inf,1.2213979470118273e+260,1.126184096270436e+176,2.886433973542999e+132
t=1994400,inf,inf,3.3901188033872933e+260,2.247492066279148e+176,4.8543725954225046e+132
t=1998000,inf,inf,9.408639049724177e+260,4.484932213908187e+176,8.163590156683775e+132
t=2001600,inf,inf,2.610916257125248e+261,8.949166690007696e+176,1.3727957629048679e+133
t=2005200,inf,inf,7.244583277304579e+261,1.7855761170611695e+177,2.3083803137217025e+133
t=2008800,inf,inf,2.0099640708490423e+262,3.5624046987876054e+177,3.88137436435396e+133
t=2012400,inf,inf,5.57593476800022e+262,7.1068527245238155e+177,6.525901099459622e+133
t=2016000,inf,inf,1.5466842584126203e+263,1.417687821944094e+178,1.0971658202927564e+134
t=2019600,inf,inf,4.289832382365982e+263,2.8278293152299704e+178,1.844509611866099e+134
t=2023200,inf,inf,1.1896898136019361e+264,5.640208053549763e+178,3.100748129455661e+134
t=2026800,inf,inf,3.298997679716203e+264,1.1248806918787933e+179,5.212295343871419e+134
t=2030400,inf,inf,9.147137533882485e+264,2.243299522126323e+179,8.76129983337097e+134
t=2034000,inf,inf,2.53596598749611e+265,4.4733984816951206e+179,1.472601080361345e+135
t=2037600,inf,inf,7.030022912000434e+265,8.919848660119576e+179,2.4750203475443314e+135
t=2041200,inf,inf,1.9486114085853585e+266,1.7784719519705384e+180,4.15958077999105e+135
t=2044800,inf,inf,5.400687013879818e+266,3.5457347688174935e+180,6.990327526496806e+135
t=2048400,inf,inf,1.4966771525985463e+267,7.068629505593706e+180,1.1746884592048272e+136
t=2052000,inf,inf,4.147273559325897e+267,1.4090746317429311e+181,1.9738999540120547e+136
t=2055600,inf,inf,1.1490865827361615e+268,2.8086824002816196e+181,3.316689925864816e+136
t=2059200,inf,inf,3.1834528622787124e+268,5.598106872035881e+181,5.572652321492454e+136
t=2062800,inf,inf,8.818602655652269e+268,1.1157058460837075e+182,9.362598688279436e+136
t=2066400,inf,inf,2.4426255135203098e+269,2.2234545621587976e+182,1.5729260107650617e+137
t=2070000,inf,inf,6.765031883635125e+269,4.43074637258522e+182,2.6423944406445056e+137
t=2073600,inf,inf,1.8734354425674272e+270,8.828677628273685e+182,4.438789071955595e+137
t=2077200,inf,inf,5.187565856121715e+270,1.7590760650774716e+183,7.456051842935193e+137
t=2080800,inf,inf,1.4362981504742251e+271,3.5046433275426594e+183,1.2523649970922e+138
t=2084400,inf,inf,3.976323838286322e+271,6.981895314723525e+183,2.1034420633210172e+138
t=2088000,inf,inf,1.1007156463660047e+272,1.3908272613739908e+184,3.53270896697938e+138
t=2091600,inf,inf,3.0466660998387886e+272,2.7704062948085383e+184,5.932843334861899e+138
t=2095200,inf,inf,8.432007559725868e+272,5.518031797201507e+184,9.963126715009101e+138
t=2098800,inf,inf,2.3334236761731144e+273,1.0989943216725131e+185,1.6730396044249178e+139
t=2102400,inf,inf,6.456732257719886e+273,2.1886547954625773e+185,2.809277392416872e+139
t=2106000,inf,inf,1.786440676658921e+274,4.358426341985508e+185,4.716945967149309e+139
t=2109600,inf,inf,4.942209392841357e+274,8.678663098376853e+185,7.919633668511743e+139
t=2113200,inf,inf,1.3671321121303666e+275,1.728011695349475e+186,1.3296190833055849e+140
t=2116800,inf,inf,3.7814355669237614e+275,3.4404187605129075e+186,2.2321705824475963e+140
t=2120400,inf,inf,1.0458270731523367e+276,6.849309185737478e+186,3.7471886223640585e+140
t=2124000,inf,inf,2.892145167252323e+276,1.3634936568150088e+187,6.290161590966715e+140
t=2127600,inf,inf,7.997189833337601e+276,2.7141285371886674e+187,1.0558352629424506e+141
t=2131200,inf,inf,2.211117941390549e+277,5.402299924615605e+187,1.772183441340653e+141
t=2134800,inf,inf,6.112849091021274e+277,1.0752216848394249e+188,2.97440003007782e+141
t=2138400,inf,inf,1.6897901687419383e+278,2.1398751317304907e+188,4.991927954877828e+141
t=2142000,inf,inf,4.6706712309714175e+278,4.2584347237074045e+188,8.377520691255116e+141
t=2145600,inf,inf,1.2908723781288547e+279,8.47388867461305e+188,1.4058565749783154e+142
t=2149200,inf,inf,3.5673431192348837e+279,1.6861133302996635e+189,2.3590919516406903e+142
t=2152800,inf,inf,9.857439027695366e+279,3.3547647308715815e+189,3.9584676972213327e+142
t=2156400,inf,inf,2.7235856129304836e+280,6.674346123588004e+189,6.641830122677085e+142
t=2160000,inf,inf,7.52446720506167e+280,1.3277820140118587e+190,1.1143635078163486e+143
t=2163600,inf,inf,2.0785876410478014e+281,2.641291225462153e+190,1.8695819134027465e+143
t=2167200,inf,inf,5.741414034589709e+281,5.2538454913393364e+190,3.1364664761687597e+143
t=2170800,inf,inf,1.5857232910608652e+282,1.0449845162968971e+191,5.261570276557446e+143
t=2174400,inf,inf,4.379192436932857e+282,2.0783276481750834e+191,8.826097322788909e+143
t=2178000,inf,inf,1.2092575694200173e+283,4.133232400570949e+191,1.4804737007861271e+144
t=2181600,inf,inf,3.3388878508112445e+283,8.219347370922523e+191,2.4831981025718263e+144
t=2185200,inf,inf,9.218136925652386e+283,1.6343933804390533e+192,4.1648633957520094e+144
t=2188800,inf,inf,2.544736716382658e+284,3.2497327911230336e+192,6.985040285420135e+144
t=2192400,inf,inf,7.024266944906572e+284,6.461160928866294e+192,1.1714287157846874e+145
t=2196000,inf,inf,1.9387315699865705e+285,1.2845332789827985e+193,1.9644530345984473e+145
t=2199600,inf,inf,5.350482543727701e+285,2.553595517840682e+193,3.2941722560765407e+145
t=2203200,inf,inf,1.476477682651683e+286,5.0761079370868e+193,5.523697248199276e+145
t=2206800,inf,inf,4.073986259561875e+286,1.008977847384937e+194,9.261735461927007e+145
t=2210400,inf,inf,1.1240122431337444e+287,2.0054161330760627e+194,1.5528655570974175e+146
t=2214000,inf,inf,3.1008546055929525e+287,3.985653281036474e+194,2.6034806742649302e+146
t=2217600,inf,inf,8.55363502195938e+287,7.920757436469715e+194,4.364695101171679e+146
t=2221200,inf,inf,2.359277620142737e+288,1.5740051373188554e+195,7.3169915251180395e+146
t=2224800,inf,inf,6.506785225890278e+288,3.127647921833848e+195,1.2265642902407465e+147
t=2228400,inf,inf,1.7943743676157567e+289,6.214438593339722e+195,2.0560195539790346e+147
t=2232000,inf,inf,4.947876744102432e+289,1.2346911050058183e+196,3.446222867813689e+147
t=2235600,inf,inf,1.3642186687871458e+290,2.452941331891727e+196,5.776153282394858e+147
t=2239200,inf,inf,3.761044516853795e+290,4.872910928973422e+196,9.680846305271128e+147
t=2242800,inf,inf,1.0367938156618323e+291,9.6797090153793e+196,1.6224347587356752e+148
t=2246400,inf,inf,2.857826306350316e+291,1.9226874639904956e+197,2.7189454534164705e+148
t=2250000,inf,inf,7.876600836417822e+291,3.81880689017293e+197,4.556308473989963e+148
t=2253600,inf,inf,2.170708412090166e+292,7.58436729368255e+197,7.634931583427093e+148
t=2257200,inf,inf,5.981689336435684e+292,1.5062037295436267e+198,1.279312434350675e+149
t=2260800,inf,inf,1.648185157939018e+293,2.9910304144248064e+198,2.1435201381056543e+149
t=2264400,inf,inf,4.5409633030010135e+293,5.939238074056362e+198,3.591352424105923e+149
t=2268000,inf,inf,1.2509786597394163e+294,1.1792706223627785e+199,6.016833958170693e+149
t=2271600,inf,inf,3.4459723870018526e+294,2.3413649399365857e+199,1.0079932116336176e+150
t=2275200,inf,inf,9.491475584677585e+294,4.648337715488505e+199,1.6886000625865016e+150
t=2278800,inf,inf,2.6140614561972573e+295,9.227822078275572e+199,2.8286267356870678e+150
t=2282400,inf,inf,7.1987656485892755e+295,1.8317819402464167e+200,4.7380993622774184e+150
t=2286000,inf,inf,1.9822595891854537e+296,3.635979284628192e+200,7.936196295685397e+150
t=2289600,inf,inf,5.457871861689572e+296,7.21675794514425e+200,1.3292307735603697e+151
t=2293200,inf,inf,1.5026108654609913e+297,1.4323067346704912e+201,2.2262203881988214e+151
t=2296800,inf,inf,4.1364726989631635e+297,2.8425173857133377e+201,3.728341975549603e+151
t=2300400,inf,inf,1.1386082149284502e+298,5.64083596222251e+201,6.243716486977126e+151
t=2304000,inf,inf,3.1338560369450793e+298,1.1193273115043686e+202,1.0455636867849002e+152
t=2307600,inf,inf,8.624708283808946e+298,2.2209770165668964e+202,1.7508047833728603e+152
t=2311200,inf,inf,2.3733975843528683e+299,4.4066078677829735e+202,2.931601307298642e+152
t=2314800,inf,inf,6.530664157470594e+299,8.742550870607289e+202,4.908537023693828e+152
t=2318400,inf,inf,1.796821943788783e+300,1.7343845476167157e+203,8.218248149757019e+152
t=2322000,inf,inf,4.943262088446345e+300,3.44053619975949e+203,1.3758987562895912e+153
t=2325600,inf,inf,1.3598255515596908e+301,6.824650567537475e+203,2.30342346218486e+153
t=2329200,inf,inf,3.740363305967474e+301,1.3536559704454496e+204,3.8560371330785774e+153
t=2332800,inf,inf,1.0287396332073918e+302,2.6847869296757566e+204,6.454888940829708e+153
t=2336400,inf,inf,2.829165235518991e+302,5.324575972832291e+204,1.0804794704791714e+154
t=2340000,inf,inf,7.779870614067637e+302,1.055927147452101e+205,1.8085248269503202e+154
t=2343600,inf,inf,2.1391819196974914e+303,2.0939034383895328e+205,3.0270017572034836e+154
t=2347200,inf,inf,5.881450016738308e+303,4.151959936009353e+205,5.066186178857912e+154
t=2350800,inf,inf,1.6168975790446521e+304,8.23234401205317e+205,8.478712809357919e+154
t=2354400,inf,inf,4.444696206890565e+304,1.6321789066486327e+206,1.4189237008372095e+155
t=2358000,inf,inf,1.2216961012039834e+305,3.235831870751528e+206,2.3744800830403163e+155
t=2361600,inf,inf,3.357730914077781e+305,6.414726052149314e+206,3.9733646277717276e+155
t=2365200,inf,inf,9.227631611408032e+305,1.2715817920975079e+207,6.648577643483221e+155
t=2368800,inf,inf,2.5356909843821955e+306,2.520487508842062e+207,1.1124475236874282e+156
t=2372400,inf,inf,6.967294784007701e+306,4.995729356582553e+207,1.8612761771649892e+156
t=2376000,inf,inf,1.914228981863436e+307,9.90119014840979e+207,3.1140288487770554e+156
t=2379600,inf,inf,5.258785927156325e+307,1.9622307925889869e+208,5.2097274481064526e+156
t=2383200,inf,inf,1.4445715622650176e+308,3.888543848641601e+208,8.715412861874185e+156
t=2386800,inf,inf,inf,7.705453145320884e+208,1.4579463663150715e+157
t=2390400,inf,inf,inf,1.5268053667657835e+209,2.4387977317548153e+157
t=2394000,inf,inf,inf,3.0251263821454776e+209,4.0793474752679704e+157
t=2397600,inf,inf,inf,5.993462060300877e+209,6.823172175911474e+157
t=2401200,inf,inf,inf,1.1873709811115381e+210,1.141202475597886e+158
t=2404800,inf,inf,inf,2.352174699385815e+210,1.908621687256039e+158
t=2408400,inf,inf,inf,4.65937034817813e+210,3.191962705612211e+158
t=2412000,inf,inf,inf,9.229101935574272e+210,5.3379757676606e+158
t=2415600,inf,inf,inf,1.8279581483316187e+211,8.926398126042972e+158
t=2419200,inf,inf,inf,3.620326070892329e+211,1.4926459383063277e+159
t=2422800,inf,inf,inf,7.1697465128708315e+211,2.4958488452668867e+159
t=2426400,inf,inf,inf,1.4198243789202138e+212,4.173118449676249e+159
t=2430000,inf,inf,inf,2.8115137376260196e+212,6.977247511567879e+159
t=2433600,inf,inf,inf,5.566991830036505e+212,1.1665102583433018e+160
t=2437200,inf,inf,inf,1.1022390433122097e+213,1.9501770453934447e+160
t=2440800,inf,inf,inf,2.182256866805221e+213,3.260172597662345e+160
t=2444400,inf,inf,inf,4.320269687556359e+213,5.449896435052727e+160
t=2448000,inf,inf,inf,8.552454988802759e+213,9.109971946254704e+160
t=2451600,inf,inf,inf,1.6929562122183063e+214,1.52274433547275e+161
t=2455200,inf,inf,inf,3.351009671764217e+214,2.5451778660500995e+161
t=2458800,inf,inf,inf,6.632552613068525e+214,4.253931616468502e+161
t=2462400,inf,inf,inf,1.3126859328234262e+215,7.109582872410943e+161
t=2466000,inf,inf,inf,2.5978621489371318e+215,1.188171187986585e+162
t=2469600,inf,inf,inf,5.140987586378881e+215,1.9856158055804567e+162
t=2473200,inf,inf,inf,1.0173074578166521e+216,3.3181251505713938e+162
t=2476800,inf,inf,inf,2.0129507979297984e+216,5.5446184954878265e+162
t=2480400,inf,inf,inf,3.982808151595895e+216,9.264713004644168e+162
t=2484000,inf,inf,inf,7.87990441050089e+216,1.5480097609371938e+163
t=2487600,inf,inf,inf,1.5589345528395012e+217,2.5864070197269948e+163
t=2491200,inf,inf,inf,3.083970581097441e+217,4.3211717239429936e+163
t=2494800,inf,inf,inf,6.100536322771757e+217,7.219176981141193e+163
t=2498400,inf,inf,inf,1.206705501367097e+218,1.206022439257381e+164
t=2502000,inf,inf,inf,2.386767360334506e+218,2.0146733990800565e+164
t=2505600,inf,inf,inf,4.720570051825694e+218,3.3653908412704345e+164
t=2509200,inf,inf,inf,9.335861492974772e+218,5.621445248489337e+164
t=2512800,inf,inf,inf,1.8462477809915253e+219,9.389492295910295e+164
t=2516400,inf,inf,inf,3.6509109749074855e+219,1.5682594414066334e+165
t=2520000,inf,inf,inf,7.219185592915213e+219,2.6192407292195108e+165
t=2523600,inf,inf,inf,1.427417163671136e+220,4.3743613067487025e+165
t=2527200,inf,inf,inf,2.822210494645947e+220,7.3052594754877495e+165
t=2530800,inf,inf,inf,5.579608243903319e+220,1.2199398767040653e+166
t=2534400,inf,inf,inf,1.10304661254107e+221,2.0371500669619828e+166
t=2538000,inf,inf,inf,2.1805191877698197e+221,3.401648685570669e+166
t=2541600,inf,inf,inf,4.310244294755795e+221,5.6798617256274685e+166
t=2545200,inf,inf,inf,8.51961207350815e+221,9.48348502944222e+166
t=2548800,inf,inf,inf,1.6838901347378797e+222,1.5833615170035408e+167
t=2552400,inf,inf,inf,3.328003070112668e+222,2.6434686074267857e+167
t=2556000,inf,inf,inf,6.577028944040363e+222,4.413165411002311e+167
t=2559600,inf,inf,inf,1.299726257317033e+223,7.367298344139027e+167
t=2563200,inf,inf,inf,2.568326144160713e+223,1.2298392205804108e+168
t=2566800,inf,inf,inf,5.074866572790019e+223,2.0529126805250756e+168
t=2570400,inf,inf,inf,1.0027098821446336e+224,3.4266890671654553e+168
t=2574000,inf,inf,inf,1.9810808876537054e+224,5.71953906304562e+168
t=2577600,inf,inf,inf,3.913861044257084e+224,9.54617734502864e+168
t=2581200,inf,inf,inf,7.731876589120314e+224,1.5932360650910648e+169
t=2584800,inf,inf,inf,1.5273577598905208e+225,2.6589670042989203e+169
t=2588400,inf,inf,inf,3.0169841189824605e+225,4.4373939069661504e+169
t=2592000,inf,inf,inf,5.95911399535564e+225,7.405003337923906e+169
