,alpha=0.01,alpha=0.025,alpha=0.05,alpha=0.075,alpha=0.1
t=2293200,inf,inf,1.6490973323501729e+268,6.514144044735941e+177,9.138384289479617e+131
t=2296800,inf,inf,4.335675051624546e+268,1.2367676583215955e+178,1.4709293039566205e+132
t=2300400,inf,inf,1.1398959409082573e+269,2.3481063949392363e+178,2.3676281799834154e+132
t=2304000,inf,inf,2.996896451118482e+269,4.458064153414116e+178,3.810961129231253e+132
t=2307600,inf,inf,7.87909468112465e+269,8.463962864621735e+178,6.134156576714939e+132
t=2311200,inf,inf,2.071471468215799e+270,1.6069415459502624e+179,9.87357697025132e+132
t=2314800,inf,inf,5.446025243481256e+270,3.050881260768967e+179,1.5892546708056312e+133
t=2318400,inf,inf,1.4317869673460191e+271,5.792278426488259e+179,2.558066319029104e+133
t=2322000,inf,inf,3.764221957237102e+271,1.099695514279667e+180,4.1174603562435883e+133
t=2325600,inf,inf,9.89623749368078e+271,2.087826371670918e+180,6.627448749502581e+133
t=2329200,inf,inf,2.6017350296270454e+272,3.9638317084155463e+180,1.0667500095870917e+134
t=2332800,inf,inf,6.839968351888982e+272,7.525492735054882e+180,1.7170314886527753e+134
t=2336400,inf,inf,1.7982215417176939e+273,1.4287412403465804e+181,2.7637145949721774e+134
t=2340000,inf,inf,4.727487382404266e+273,2.7125086318509114e+181,4.448437091116313e+134
t=2343600,inf,inf,1.2428412025201048e+274,5.1497670832614136e+181,7.160132258702004e+134
t=2347200,inf,inf,3.2673750713818673e+274,9.776940149662711e+181,1.1524815107515934e+135
t=2350800,inf,inf,8.589748091012704e+274,1.8561678218867464e+182,1.855009854397297e+135
t=2354400,inf,inf,2.258187268063597e+275,3.5239556776456444e+182,2.985780026565825e+135
t=2358000,inf,inf,5.93659708928049e+275,6.690253161978454e+182,4.80583360630196e+135
t=2361600,inf,inf,1.560677939338234e+276,1.270145824190184e+183,7.735332505477807e+135
t=2365200,inf,inf,4.10286386923729e+276,2.411368244994621e+183,1.2450551227977653e+136
t=2368800,inf,inf,1.0785965474153935e+277,4.577964406473007e+183,2.0039990418164438e+136
t=2372400,inf,inf,2.835496066152054e+277,8.691209311750149e+183,3.225564849365163e+136
t=2376000,inf,inf,7.454133738748283e+277,1.650011349910866e+184,5.191745379860934e+136
t=2379600,inf,inf,1.959581914447276e+278,3.1325108250656057e+184,8.356421401399092e+136
t=2383200,inf,inf,5.151429711293425e+278,5.9469893049070494e+184,1.3450134319024958e+137
t=2386800,inf,inf,1.3542232039756564e+279,1.1290174755196208e+185,2.164872144427813e+137
t=2390400,inf,inf,3.5600069259223287e+279,2.1433993878218337e+185,3.4844739856307687e+137
t=2394000,inf,inf,9.358571378596142e+279,4.069157252243899e+185,5.608433113775326e+137
t=2397600,inf,inf,2.4601772403815822e+280,7.725111903028259e+185,9.027036704671005e+137
t=2401200,inf,inf,6.46727552712762e+280,1.4665741340758543e+186,1.4529417991339171e+138
t=2404800,inf,inf,1.700099978032094e+281,2.7842113580305848e+186,2.3385710807472123e+138
t=2408400,inf,inf,4.469157841892374e+281,5.28566117132441e+186,3.76402309724065e+138
t=2412000,inf,inf,1.1748300902912436e+282,1.0034491746335255e+187,6.058335690195005e+138
t=2415600,inf,inf,3.0883219523574946e+282,1.9049798347218855e+187,9.751102865273248e+138
t=2419200,inf,inf,8.118358352254657e+282,3.6164655270188204e+187,1.5694717142003432e+139
t=2422800,inf,inf,2.134086465061368e+283,6.865579845327928e+187,2.526111990083032e+139
t=2426400,inf,inf,5.609884925051517e+283,1.3033740265762308e+188,4.065847266896044e+139
t=2430000,inf,inf,1.4746672802209541e+284,2.4743427064836243e+188,6.544084138472716e+139
t=2433600,inf,inf,3.8764330604666974e+284,4.697313977739096e+188,1.0532853496246581e+140
t=2437200,inf,inf,1.0189871072645374e+285,8.917400691168383e+188,1.6952844108048424e+140
t=2440800,inf,inf,2.678571526381942e+285,1.6928790338134309e+189,2.728591049196582e+140
t=2444400,inf,inf,7.04102632221237e+285,3.2137532306714385e+189,4.391710356399767e+140
t=2448000,inf,inf,1.8508313699421002e+286,6.100958667976014e+189,7.0685166914475105e+140
t=2451600,inf,inf,4.86514627585725e+286,1.1581974317061078e+190,1.137685559732688e+141
t=2455200,inf,inf,1.2788603487240769e+287,2.1987004841123553e+190,1.8311147639151687e+141
t=2458800,inf,inf,3.361619188765625e+287,4.173962162150975e+190,2.9471907424976063e+141
t=2462400,inf,inf,8.836333136116695e+287,7.923734336950861e+190,4.743515094568246e+141
t=2466000,inf,inf,2.322703769426636e+288,1.504216226078009e+191,7.63469501553669e+141
t=2469600,inf,inf,6.105394748716362e+288,2.855548874489605e+191,1.2288035666956054e+142
t=2473200,inf,inf,1.6048404256618921e+289,5.420856286713429e+191,1.9777554908248586e+142
t=2476800,inf,inf,4.218403783173192e+289,1.0290705710834566e+192,3.1831866209664776e+142
t=2480400,inf,inf,1.1088240269430487e+290,1.9535358872456684e+192,5.123313951386086e+142
t=2484000,inf,inf,2.914575426418906e+290,3.7084856328455457e+192,8.245921705701702e+142
t=2487600,inf,inf,7.661012361902791e+290,7.039969558616051e+192,1.3271707849153272e+143
t=2491200,inf,inf,2.013702101279808e+291,1.3364229850892138e+193,2.1360616795767233e+143
t=2494800,inf,inf,5.293007165424432e+291,2.536974301334354e+193,3.4379545877192273e+143
t=2498400,inf,inf,1.3912588557093908e+292,4.816007752471418e+193,5.533320859390875e+143
t=2502000,inf,inf,3.6568875451308638e+292,9.142337842164125e+193,8.90575914339853e+143
t=2505600,inf,inf,9.611993650778569e+292,1.7355068629069154e+194,1.4333604273088988e+144
t=2509200,inf,inf,2.526466558742077e+293,3.294536982353393e+194,2.3069556701325012e+144
t=2512800,inf,inf,6.640669166268001e+293,6.254051055882798e+194,3.712978751052688e+144
t=2516400,inf,inf,1.7454537635295663e+294,1.187209717818236e+195,5.975923847997231e+144
t=2520000,inf,inf,4.587785137395068e+294,2.2536810343160586e+195,9.618049823191375e+144
t=2523600,inf,inf,1.2058575599194655e+295,4.278154308939382e+195,1.547990775536104e+145
t=2527200,inf,inf,3.1694738472507336e+295,8.121185486047523e+195,2.4914323156416097e+145
t=2530800,inf,inf,8.33060531291327e+295,1.54163444560077e+196,4.009859888968328e+145
t=2534400,inf,inf,2.1895969135208947e+296,2.926458525015313e+196,6.453698661513212e+145
t=2538000,inf,inf,5.755062107736141e+296,5.555233720880525e+196,1.038693826188478e+146
t=2541600,inf,inf,1.5126348058689167e+297,1.0545357138926062e+197,1.6717287048103389e+146
t=2545200,inf,inf,3.9757255632171906e+297,2.0017933695049523e+197,2.690564653263659e+146
t=2548800,inf,inf,1.0449534497118369e+298,3.7999352674848344e+197,4.330324572553315e+146
t=2552400,inf,inf,2.746475500218968e+298,7.213269358259327e+197,6.969423437094915e+146
t=2556000,inf,inf,7.218596330372427e+298,1.3692637237549743e+198,1.1216894612794101e+147
t=2559600,inf,inf,1.8972651433720457e+299,2.599208133304245e+198,1.8052934830199553e+147
t=2563200,inf,inf,4.986565710054149e+299,4.933941727882275e+198,2.9055100162809354e+147
t=2566800,inf,inf,1.3106095071819312e+300,9.365823728943864e+198,4.676234999278316e+147
t=2570400,inf,inf,3.444635979614058e+300,1.7778575084746394e+199,7.526094524740633e+147
t=2574000,inf,inf,9.053397881780014e+300,3.3747913606737367e+199,1.2112740117235108e+148
t=2577600,inf,inf,2.3794585170158545e+301,6.4061324909900785e+199,1.9494608654061114e+148
t=2581200,inf,inf,6.253784726000127e+301,1.2160289519853341e+200,3.137516621679017e+148
t=2584800,inf,inf,1.643637263257788e+302,2.3082929530894692e+200,5.049599591183059e+148
t=2588400,inf,inf,4.319836343670608e+302,4.38164259654478e+200,8.12694353778121e+148
t=2592000,inf,inf,1.1353424484333336e+303,8.317292772767604e+200,1.3079674535526568e+149
